gvkey,year,X1,X2,X3,X4,X5,altman_z,SIZE,TLTA,WCTA,CLCA,NITA,FUTL,INTWO,CHIN,OENEG,ret_vol,cum_ret,log_mktcap,market_leverage,rating_numeric,downgrade,investment_grade,is_recession,regime
G00000,1990,-0.1274194243103539,-0.10974685625810587,-0.10340448378866803,0.7072488649521709,1.6417095529855295,1.4182751675204546,6.078752148020488,0.42209190317301953,-0.1274194243103539,0.8526716978015965,0.04846946609246139,0.17587959497256572,0,0.12666879031434225,0,0.34748826670908173,0.2039735764258523,5.96671987927661,0.3561110617425406,10,0,1,0,0
G00000,1991,0.06309642232713035,0.04266582105188155,0.010905024193822527,2.499242657779849,1.8396816819832966,3.510661712756011,6.115231178565154,0.4052791187000908,0.06309642232713035,1.2682776317396751,0.035056170373103754,0.07308881287281567,0,0.07190989173939825,0,0.44892890609932457,0.02918870469852003,6.07083479942012,0.2835346585476788,10,0,1,0,0
G00000,1992,0.041563671634035626,0.025439620497405765,-0.002014626222034299,1.8776358777340656,1.155727878308496,2.361153013073433,6.159291956059185,0.5510014322703362,0.041563671634035626,1.1782332729936864,0.022521124101085165,0.023337161828145644,0,0.042803289509351944,0,0.2571237008897467,0.24625442058982214,6.244781338988249,0.45525711575076816,10,0,1,0,0
G00000,1993,0.06940417675122028,0.04771202459115348,0.01468967684827649,1.1819267598249716,0.6717951103039601,1.5795089463273346,6.130771311400294,0.33965362467057036,0.06940417675122028,0.6037239445889291,0.08787264657629218,-0.06697700599715498,0,0.03441295976575084,0,0.3058868039915639,0.26914115501542824,6.11989009646705,0.24860531010322795,10,0,1,0,1
G00000,1994,0.02731801108747986,0.014043092060161147,-0.01056202254996777,1.7389777694776354,0.9403906366500254,2.0013645661109143,6.1178266020201075,0.5731010951347221,0.02731801108747986,1.1561467833966848,0.032051406539171566,0.12511807879346734,0,-0.036401980958035755,0,0.1685715519056133,0.03786093866242879,6.109986249942083,0.3986888938283257,10,0,1,0,0
G00000,1995,0.23221553039221315,0.1779611075039478,0.11237648903287221,1.8915746573703152,1.0715318391447237,3.1051232343515736,5.972424395504218,0.4060335452179338,0.23221553039221315,0.6023845458862616,0.045952783956376975,-0.2894224944846175,0,-0.18840494185316034,0,0.2747415686846221,-0.07062410309656902,6.111058851929765,0.38978825106365034,10,0,1,0,0
G00000,1996,0.02273254575113437,0.010374719791084758,-0.013313301751775058,1.1447663348394297,1.1836644347504166,1.8683940024820966,6.079362029035753,0.2104302285457046,0.02273254575113437,1.1799055567733538,0.06651845813446723,-0.11882999113935888,0,-0.20690867815826816,0,0.1818148751058982,0.15700695024638395,6.231063261798615,0.24843312740260948,10,0,1,0,0
G00001,1990,0.4374548124449561,0.38433135296558235,0.246064763219378,2.1485776134851826,0.7558894528053292,3.920059408606148,5.161947856879231,0.22509485126512757,0.4374548124449561,0.37923788316097645,0.06518323513098238,0.12703018936288088,0,-0.023333404564816,0,0.08048271311722399,0.2786215270140827,6.24006024431803,0.2799124255966914,14,0,0,0,0
G00001,1991,0.2581160981135972,0.24086038150049524,0.13846153462056268,2.592744656600723,1.2810086037073067,3.940522313752607,5.205463111046916,0.2722667226169851,0.2581160981135972,1.1120377966641621,0.0751439918005577,0.03140971348906892,0,-0.013795225555803243,0,0.05,0.11865717570937748,5.972487508704219,0.30620987377258224,14,0,0,0,1
G00001,1992,0.07319186442716605,0.09292099455135033,0.027506994408703994,2.708986400500887,1.0563834257936582,2.990467977327403,5.293364696563688,0.2408732405922984,0.07319186442716605,0.5213655740017612,0.1143151954066669,0.18631460257484883,0,0.06774264491587947,0,0.17796436862443474,0.08496121843816556,6.12244393439434,0.16994941845679973,14,0,0,0,1
G00001,1993,0.24195812079803755,0.22793399964804753,0.12876674823122689,3.668813864656173,1.2782875405796736,4.513963473001338,5.4626040855290965,0.55998150373198,0.24195812079803755,0.6689655581777479,0.08955092731176735,0.2212577420119778,0,0.07431346576924201,0,0.20036406496016876,-0.028975048820056415,5.578174514176016,0.5305315995971465,14,0,0,0,0
G00001,1994,0.051902526455498615,0.07588952417401637,0.014733391625703543,2.4888582365138174,1.6661072573617663,3.3765707572250996,5.3180869770196715,0.30489047404701786,0.051902526455498615,0.7432108578705153,0.08057075258841025,0.06751490975978672,0,0.22112227919705751,0,0.24643450056566396,-0.19411566268216085,5.974006753370681,0.20175086572297074,14,0,0,0,1
G00001,1995,0.019000471101087213,0.04956787989048725,-0.0050078415869432985,3.9531128092525254,0.6856307054755169,3.1331681109581058,5.442768297073772,0.43735837059334587,0.019000471101087213,0.6939417991192809,0.06140884992386996,0.20055156506092084,0,0.0907173155505889,0,0.1665900533129881,0.07673023518990305,5.921464628885566,0.3620115360382378,14,0,0,0,0
G00001,1996,0.5145727738392312,0.43998689528909246,0.28925736781502265,9.950371437554947,1.8995348324003167,10.424721472015756,5.2361201025551365,0.3209737382435799,0.5145727738392312,0.6150316232388231,0.022237947183732974,0.0631210007180681,0,0.19087804313323503,0,0.1166259772311985,-0.21353904842368732,5.939822497786244,0.20365827000188577,14,0,0,0,0
G00001,1997,-0.04569987994147284,-0.002192400943560796,-0.043828052212479346,1.8694886654613365,0.8717593444270372,1.7909107541519047,5.272203590650694,0.17096785528485167,-0.04569987994147284,1.3433177859242633,0.03690420411902751,0.45973129203451485,0,-0.16573499432380123,0,0.21619617633202912,0.5616582864051621,5.6925651504212444,0.12451039193077586,14,0,0,0,0
G00001,1998,0.011725007506524554,0.04374750901483712,-0.009373119743680894,3.4559614738025743,0.5830931137463902,2.7010552245023893,5.344204127169418,0.3989067259198947,0.011725007506524554,0.9337052841914107,0.05856253850445246,0.20254316356396573,0,0.0333143991502699,0,0.18735615599576488,0.2159356361423265,5.772154863886861,0.3349500938195812,14,0,0,0,0
G00001,1999,0.10350079730780669,0.11716814085586284,0.04569235413708839,2.232187037672884,1.7501878306828396,3.528521175906538,5.19798541788805,0.4034936262480271,0.10350079730780669,0.26886793133561127,0.09998136339287753,0.18548769631163617,0,0.07816305073215443,0,0.13488814049298326,0.26866219839534755,6.004362313456589,0.30818634170824394,14,0,0,0,0
G00001,2000,-0.16703938737767282,-0.0992640068925208,-0.11663175667419931,3.4582491776725366,1.4593449068556652,2.809992741931593,5.155642345837883,0.40848034092902125,-0.16703938737767282,0.2652271926842943,0.0658990440043615,0.06559909674282192,0,0.26910253212462776,0,0.268423422607797,0.1502137128994649,5.970224970201062,0.2741393472080196,14,0,0,0,1
G00001,2001,0.3945711621086758,0.35002443269655814,0.2203345730176099,4.848798366198504,1.7728407331604368,6.372743444143244,5.407986879788982,0.42993021628670114,0.3945711621086758,0.7032724413674566,0.11389515432909546,0.013309163171840966,0,-0.09461357349504153,0,0.06421025892649158,0.13238882600757595,5.931426956698168,0.4025065277027269,14,0,0,1,1
G00001,2002,-0.017846659585964264,0.02009017534084606,-0.027116119999174182,3.764861177745514,1.9383203688636206,4.114464133487681,5.312306695617123,0.2863392661210151,-0.017846659585964264,0.9835038706971779,0.14122476458828198,-0.13978608571574927,0,-0.14205760496605982,0,0.06038460629986536,-0.15830929795527257,6.082225115415089,0.2868370147021469,14,0,0,1,1
